consumo_kwh,uso_horario_pico,quantidade_equipamentos,tipo_imovel,horas_alto_consumo,categoria
104,True,6,Apartamento,8,Moderado
363,False,7,Casa,11,Moderado
528,True,9,Casa,9,Ineficiente
380,False,8,Casa,9,Moderado
147,True,12,Apartamento,5,Moderado
86,False,10,Casa,2,Eficiente
216,False,10,Casa,7,Eficiente
243,True,10,Apartamento,11,Moderado
162,True,5,Comércio,11,Moderado
499,False,17,Apartamento,7,Ineficiente
152,True,16,Comércio,8,Ineficiente
316,False,12,Casa,8,Moderado
125,False,8,Casa,5,Eficiente
697,True,9,Apartamento,1,Ineficiente
341,True,11,Apartamento,11,Ineficiente
255,True,12,Apartamento,4,Moderado
245,True,12,Apartamento,4,Moderado
449,False,16,Apartamento,11,Moderado
133,False,14,Comércio,3,Eficiente
498,True,17,Casa,8,Ineficiente
586,True,6,Casa,3,Ineficiente
420,True,7,Apartamento,5,Moderado
206,True,10,Casa,2,Eficiente
488,False,3,Casa,6,Moderado
446,True,14,Casa,6,Moderado
350,False,8,Casa,8,Moderado
684,False,17,Casa,8,Ineficiente
458,False,6,Casa,1,Moderado
152,True,7,Apartamento,5,Eficiente
327,False,13,Apartamento,2,Moderado
122,False,7,Apartamento,10,Eficiente
456,False,4,Apartamento,5,Moderado
120,True,10,Casa,10,Moderado
249,True,17,Casa,9,Moderado
291,False,4,Casa,4,Eficiente
572,True,6,Apartamento,8,Ineficiente
118,True,14,Apartamento,1,Moderado
448,False,15,Casa,8,Moderado
230,True,7,Casa,6,Eficiente
190,True,16,Comércio,8,Ineficiente
559,True,3,Apartamento,6,Ineficiente
515,False,8,Apartamento,11,Ineficiente
126,True,4,Casa,3,Eficiente
654,False,16,Casa,11,Ineficiente
445,True,7,Apartamento,8,Moderado
148,True,17,Apartamento,5,Moderado
378,False,8,Apartamento,10,Moderado
375,True,13,Apartamento,5,Moderado
282,False,10,Apartamento,7,Eficiente
140,True,11,Apartamento,6,Moderado
393,True,15,Casa,9,Ineficiente
240,True,17,Casa,7,Moderado
410,True,14,Comércio,3,Ineficiente
607,False,8,Casa,11,Ineficiente
417,False,7,Apartamento,11,Moderado
685,True,14,Apartamento,5,Ineficiente
383,False,6,Comércio,9,Moderado
582,False,4,Casa,11,Ineficiente
417,True,4,Casa,10,Moderado
629,True,9,Apartamento,2,Ineficiente
354,False,7,Apartamento,1,Eficiente
243,False,9,Apartamento,11,Eficiente
522,False,15,Apartamento,8,Ineficiente
398,False,13,Casa,8,Moderado
668,False,3,Apartamento,2,Moderado
583,True,3,Comércio,8,Ineficiente
466,True,7,Comércio,5,Ineficiente
682,True,4,Casa,2,Ineficiente
573,False,10,Casa,7,Ineficiente
569,False,16,Apartamento,7,Ineficiente
152,False,17,Comércio,3,Eficiente
588,False,5,Apartamento,1,Moderado
469,False,3,Casa,11,Ineficiente
698,False,15,Casa,4,Ineficiente
374,True,4,Apartamento,2,Moderado
448,False,12,Casa,4,Moderado
628,False,12,Apartamento,8,Ineficiente
647,True,9,Apartamento,2,Ineficiente
266,False,8,Apartamento,1,Eficiente
524,False,14,Casa,11,Ineficiente
649,True,10,Comércio,3,Ineficiente
442,True,9,Casa,10,Moderado
202,False,16,Casa,7,Moderado
267,False,12,Comércio,6,Eficiente
499,False,15,Apartamento,6,Ineficiente
331,True,10,Apartamento,7,Moderado
698,True,5,Casa,8,Ineficiente
628,True,8,Casa,3,Ineficiente
414,True,15,Casa,3,Moderado
171,True,9,Casa,10,Moderado
609,False,17,Apartamento,8,Ineficiente
142,True,12,Casa,7,Moderado
591,True,13,Apartamento,10,Ineficiente
218,True,3,Casa,5,Eficiente
264,True,3,Casa,4,Eficiente
284,False,9,Comércio,6,Eficiente
293,False,15,Casa,9,Moderado
335,False,13,Casa,6,Moderado
214,True,15,Casa,8,Moderado
652,True,5,Casa,1,Ineficiente
167,True,5,Apartamento,6,Eficiente
286,True,17,Casa,2,Moderado
208,False,7,Apartamento,3,Eficiente
82,True,17,Apartamento,6,Moderado
200,False,13,Apartamento,2,Eficiente
464,True,8,Casa,4,Ineficiente
693,False,4,Apartamento,6,Moderado
117,False,5,Casa,5,Eficiente
420,False,8,Apartamento,6,Eficiente
100,False,5,Apartamento,6,Eficiente
321,False,16,Casa,8,Moderado
534,False,7,Apartamento,9,Ineficiente
382,True,11,Comércio,5,Ineficiente
675,True,14,Apartamento,6,Ineficiente
674,False,5,Casa,6,Moderado
148,False,14,Apartamento,6,Eficiente
208,True,13,Comércio,2,Moderado
275,True,15,Casa,4,Moderado
219,False,15,Apartamento,1,Eficiente
523,True,8,Casa,1,Ineficiente
362,True,13,Casa,1,Moderado
391,True,7,Apartamento,7,Moderado
614,False,7,Apartamento,1,Moderado
356,True,13,Apartamento,6,Moderado
140,False,16,Comércio,2,Eficiente
398,True,16,Casa,6,Moderado
131,False,8,Casa,6,Eficiente
232,False,8,Comércio,11,Eficiente
390,True,3,Casa,3,Moderado
623,True,13,Apartamento,8,Ineficiente
646,True,17,Apartamento,11,Ineficiente
468,True,11,Casa,4,Ineficiente
627,False,7,Casa,7,Ineficiente
256,True,3,Apartamento,4,Eficiente
441,False,10,Comércio,1,Eficiente
393,True,9,Apartamento,6,Moderado
176,True,9,Apartamento,5,Eficiente
292,True,17,Apartamento,9,Moderado
216,False,16,Casa,9,Moderado
85,True,7,Casa,11,Moderado
188,False,3,Casa,8,Eficiente
626,True,11,Casa,7,Ineficiente
118,True,13,Casa,2,Moderado
504,False,11,Casa,8,Ineficiente
340,False,10,Casa,3,Eficiente
505,True,7,Casa,6,Ineficiente
166,False,16,Apartamento,10,Moderado
544,True,5,Apartamento,7,Ineficiente
155,False,10,Casa,6,Eficiente
550,False,3,Comércio,5,Moderado
493,False,5,Casa,4,Moderado
536,False,14,Comércio,2,Ineficiente
364,True,13,Casa,9,Ineficiente
318,False,9,Comércio,7,Moderado
678,True,16,Casa,7,Ineficiente
637,True,17,Apartamento,4,Ineficiente
451,True,6,Casa,5,Ineficiente
574,False,9,Apartamento,6,Moderado
124,False,14,Casa,11,Moderado
480,True,13,Casa,2,Ineficiente
326,False,15,Apartamento,4,Moderado
695,False,16,Casa,4,Ineficiente
676,True,7,Comércio,4,Ineficiente
529,True,8,Casa,7,Ineficiente
564,False,16,Apartamento,7,Ineficiente
699,True,9,Apartamento,7,Ineficiente
97,True,17,Casa,7,Moderado
685,False,15,Casa,2,Ineficiente
368,False,12,Apartamento,5,Moderado
493,False,14,Apartamento,10,Ineficiente
314,False,9,Comércio,2,Eficiente
495,True,9,Casa,5,Ineficiente
578,True,9,Apartamento,6,Ineficiente
194,False,13,Casa,3,Eficiente
313,True,15,Casa,6,Moderado
619,False,15,Apartamento,5,Ineficiente
90,True,9,Casa,4,Eficiente
285,True,5,Casa,10,Moderado
326,True,17,Casa,9,Ineficiente
638,False,14,Apartamento,11,Ineficiente
206,True,5,Comércio,8,Moderado
226,True,9,Apartamento,7,Moderado
197,True,16,Apartamento,11,Moderado
461,False,4,Apartamento,1,Moderado
491,True,16,Apartamento,9,Ineficiente
663,True,4,Casa,9,Ineficiente
442,True,5,Casa,6,Moderado
588,False,16,Casa,7,Ineficiente
216,True,6,Apartamento,3,Eficiente
254,True,8,Apartamento,5,Eficiente
368,True,15,Casa,7,Ineficiente
560,False,10,Casa,1,Moderado
98,False,12,Comércio,1,Eficiente
274,True,12,Apartamento,5,Moderado
409,False,9,Apartamento,9,Moderado
254,False,6,Casa,7,Eficiente
528,True,4,Casa,1,Ineficiente
433,False,4,Casa,5,Eficiente
578,False,17,Casa,8,Ineficiente
220,False,6,Casa,8,Eficiente
172,True,8,Apartamento,2,Eficiente
318,True,5,Casa,7,Moderado
284,True,8,Casa,10,Moderado
639,False,7,Casa,5,Moderado
512,True,7,Apartamento,9,Ineficiente
324,True,4,Apartamento,3,Moderado
396,True,10,Apartamento,1,Moderado
374,True,7,Casa,4,Moderado
361,False,13,Casa,7,Moderado
96,True,4,Casa,1,Eficiente
150,True,9,Casa,2,Eficiente
348,False,15,Comércio,5,Moderado
404,True,17,Comércio,9,Ineficiente
384,False,11,Apartamento,1,Moderado
530,True,11,Comércio,4,Ineficiente
86,True,3,Apartamento,3,Eficiente
393,False,9,Casa,5,Eficiente
182,False,11,Comércio,5,Eficiente
272,True,8,Casa,10,Moderado
653,False,3,Apartamento,2,Moderado
608,False,4,Casa,5,Moderado
250,False,6,Casa,9,Eficiente
616,True,16,Apartamento,5,Ineficiente
330,True,6,Casa,11,Moderado
466,False,4,Casa,10,Ineficiente
286,False,10,Casa,2,Eficiente
620,True,4,Casa,7,Ineficiente
495,False,5,Comércio,6,Moderado
459,True,16,Apartamento,7,Ineficiente
223,True,6,Apartamento,8,Moderado
104,True,11,Casa,10,Moderado
152,False,12,Apartamento,5,Eficiente
172,True,3,Casa,2,Eficiente
584,False,10,Casa,7,Ineficiente
677,False,14,Casa,7,Ineficiente
415,False,17,Comércio,8,Ineficiente
504,False,16,Casa,7,Ineficiente
578,False,7,Casa,10,Ineficiente
443,False,9,Apartamento,7,Moderado
278,True,10,Casa,9,Moderado
492,True,17,Apartamento,8,Ineficiente
418,True,7,Apartamento,2,Moderado
508,True,10,Casa,2,Ineficiente
218,False,12,Casa,7,Moderado
621,True,13,Casa,10,Ineficiente
136,True,10,Apartamento,11,Moderado
311,False,11,Comércio,10,Ineficiente
514,False,4,Casa,3,Moderado
463,True,5,Casa,1,Ineficiente
639,False,3,Casa,9,Ineficiente
273,True,6,Apartamento,3,Eficiente
613,True,17,Apartamento,1,Ineficiente
597,False,17,Casa,6,Ineficiente
264,False,7,Apartamento,4,Eficiente
371,True,13,Apartamento,1,Moderado
414,False,3,Comércio,4,Eficiente
195,True,10,Casa,8,Moderado
128,True,4,Casa,11,Moderado
161,True,3,Casa,7,Moderado
412,False,4,Comércio,1,Eficiente
636,False,17,Apartamento,10,Ineficiente
414,True,15,Apartamento,9,Ineficiente
611,True,7,Casa,6,Ineficiente
300,False,11,Casa,2,Eficiente
402,True,11,Casa,3,Moderado
82,True,4,Apartamento,7,Moderado
285,False,4,Casa,3,Eficiente
119,True,5,Casa,3,Eficiente
138,False,9,Apartamento,5,Eficiente
653,True,13,Casa,3,Ineficiente
586,False,5,Apartamento,3,Moderado
651,True,3,Casa,11,Ineficiente
201,False,16,Apartamento,5,Eficiente
558,True,16,Apartamento,5,Ineficiente
698,False,16,Comércio,9,Ineficiente
175,False,8,Apartamento,1,Eficiente
493,True,5,Comércio,1,Ineficiente
314,True,3,Comércio,11,Ineficiente
141,False,16,Apartamento,9,Moderado
335,False,15,Comércio,5,Moderado
640,True,6,Casa,4,Ineficiente
427,True,15,Casa,2,Moderado
203,False,3,Casa,9,Eficiente
561,True,3,Apartamento,6,Ineficiente
396,False,14,Apartamento,9,Moderado
583,False,4,Apartamento,5,Moderado
127,False,12,Casa,4,Eficiente
488,True,10,Casa,7,Ineficiente
215,True,4,Casa,5,Eficiente
280,False,13,Apartamento,8,Moderado
329,False,4,Casa,8,Moderado
393,False,17,Comércio,2,Moderado
447,True,13,Casa,5,Moderado
508,True,13,Casa,10,Ineficiente
559,True,12,Comércio,8,Ineficiente
393,False,12,Apartamento,3,Moderado
579,True,10,Casa,7,Ineficiente
434,True,14,Apartamento,3,Moderado
564,True,8,Casa,6,Ineficiente
290,True,14,Comércio,2,Moderado
123,False,13,Apartamento,6,Eficiente
620,True,6,Casa,6,Ineficiente
650,True,5,Apartamento,8,Ineficiente
662,True,3,Casa,5,Ineficiente
171,True,13,Apartamento,1,Moderado
344,True,5,Comércio,8,Ineficiente
299,True,14,Comércio,9,Ineficiente
521,False,16,Casa,1,Ineficiente
480,True,11,Casa,5,Ineficiente
479,True,7,Casa,6,Ineficiente
655,True,15,Apartamento,4,Ineficiente
569,False,8,Apartamento,11,Ineficiente
564,False,7,Apartamento,2,Moderado
549,False,3,Comércio,5,Moderado
653,False,12,Casa,4,Ineficiente
524,False,3,Casa,7,Ineficiente
348,True,6,Casa,6,Moderado
346,False,17,Casa,3,Moderado
133,True,5,Casa,9,Moderado
607,True,13,Apartamento,4,Ineficiente
599,False,10,Casa,11,Ineficiente
695,True,14,Casa,5,Ineficiente
138,False,14,Apartamento,3,Eficiente
119,True,9,Casa,8,Moderado
316,False,17,Apartamento,11,Moderado
465,False,13,Casa,7,Ineficiente
685,False,17,Apartamento,11,Ineficiente
379,False,9,Comércio,11,Moderado
474,False,17,Casa,7,Ineficiente
286,False,10,Apartamento,8,Eficiente
415,True,16,Comércio,7,Ineficiente
672,True,12,Apartamento,3,Ineficiente
593,False,9,Casa,3,Moderado
257,False,12,Casa,2,Eficiente
475,False,4,Apartamento,1,Moderado
450,False,6,Comércio,5,Eficiente
397,False,17,Casa,4,Moderado
448,True,13,Casa,11,Ineficiente
463,True,8,Casa,2,Ineficiente
141,True,5,Casa,1,Eficiente
584,True,17,Casa,3,Ineficiente
318,False,5,Casa,6,Eficiente
274,False,17,Casa,2,Eficiente
301,False,8,Casa,10,Moderado
140,True,3,Comércio,7,Moderado
208,True,16,Casa,11,Moderado
235,True,3,Casa,7,Moderado
457,True,7,Casa,11,Ineficiente
665,True,3,Comércio,3,Ineficiente
516,True,12,Apartamento,1,Ineficiente
286,True,10,Apartamento,9,Moderado
467,True,4,Casa,11,Ineficiente
559,False,8,Apartamento,5,Moderado
419,True,12,Casa,2,Moderado
419,True,12,Casa,8,Ineficiente
283,True,7,Apartamento,10,Moderado
240,True,12,Apartamento,10,Moderado
619,False,14,Apartamento,4,Ineficiente
471,False,14,Comércio,11,Ineficiente
654,True,6,Comércio,10,Ineficiente
613,False,3,Casa,7,Ineficiente
149,True,16,Casa,5,Moderado
484,False,16,Casa,3,Ineficiente
687,True,5,Comércio,10,Ineficiente
670,True,15,Casa,8,Ineficiente
596,False,14,Comércio,2,Ineficiente
199,False,6,Casa,1,Eficiente
296,False,4,Casa,5,Eficiente
135,True,14,Casa,11,Moderado
445,True,4,Casa,4,Moderado
583,False,4,Comércio,11,Ineficiente
534,True,13,Casa,10,Ineficiente
183,True,3,Casa,7,Moderado
156,True,12,Casa,9,Moderado
309,True,4,Casa,6,Moderado
337,True,8,Casa,11,Moderado
343,True,5,Casa,1,Moderado
410,True,12,Comércio,8,Ineficiente
261,False,7,Casa,2,Eficiente
629,True,3,Casa,4,Ineficiente
106,True,10,Apartamento,3,Eficiente
355,False,15,Casa,6,Moderado
378,False,6,Casa,2,Eficiente
170,True,11,Apartamento,5,Moderado
559,False,6,Casa,11,Ineficiente
652,True,16,Apartamento,9,Ineficiente
537,False,17,Apartamento,3,Ineficiente
530,True,17,Apartamento,2,Ineficiente
444,True,17,Comércio,2,Ineficiente
430,False,4,Casa,9,Moderado
479,False,5,Casa,6,Moderado
332,True,7,Casa,2,Moderado
538,True,14,Casa,3,Ineficiente
578,True,12,Apartamento,1,Ineficiente
587,False,17,Apartamento,2,Ineficiente
383,True,15,Apartamento,2,Moderado
580,True,15,Apartamento,11,Ineficiente
677,True,16,Casa,2,Ineficiente
245,False,8,Apartamento,7,Eficiente
494,False,9,Apartamento,3,Moderado
541,False,6,Apartamento,11,Ineficiente
193,True,9,Casa,4,Eficiente
512,False,17,Apartamento,2,Ineficiente
435,False,12,Casa,5,Moderado
286,False,5,Apartamento,9,Eficiente
314,True,9,Apartamento,9,Moderado
521,True,6,Casa,7,Ineficiente
434,False,15,Apartamento,8,Moderado
594,True,15,Comércio,5,Ineficiente
287,True,10,Casa,5,Eficiente
204,False,11,Comércio,3,Eficiente
217,False,9,Apartamento,6,Eficiente
418,False,10,Apartamento,1,Eficiente
616,False,10,Comércio,3,Moderado
147,True,4,Apartamento,11,Moderado
652,True,11,Apartamento,2,Ineficiente
620,True,8,Casa,7,Ineficiente
462,True,13,Casa,9,Ineficiente
98,True,6,Apartamento,4,Eficiente
529,True,17,Comércio,7,Ineficiente
153,False,7,Comércio,8,Eficiente
652,False,12,Apartamento,10,Ineficiente
355,False,7,Apartamento,2,Eficiente
127,False,9,Casa,7,Eficiente
290,False,16,Comércio,3,Eficiente
619,False,11,Casa,8,Ineficiente
270,False,9,Apartamento,6,Eficiente
394,False,11,Apartamento,3,Moderado
642,False,6,Apartamento,8,Ineficiente
641,False,12,Casa,11,Ineficiente
192,False,16,Comércio,3,Eficiente
249,True,12,Apartamento,9,Moderado
547,True,6,Comércio,11,Ineficiente
93,True,8,Casa,3,Eficiente
367,True,10,Apartamento,1,Moderado
268,True,16,Apartamento,2,Moderado
234,True,11,Apartamento,4,Moderado
646,True,3,Comércio,11,Ineficiente
550,True,3,Casa,2,Ineficiente
154,False,15,Casa,4,Eficiente
356,True,10,Apartamento,4,Moderado
422,False,13,Casa,4,Moderado
504,False,9,Comércio,1,Moderado
650,False,11,Casa,9,Ineficiente
590,False,13,Apartamento,10,Ineficiente
261,True,5,Casa,11,Moderado
537,True,12,Apartamento,7,Ineficiente
143,True,14,Casa,2,Moderado
339,True,7,Casa,3,Moderado
272,False,5,Casa,8,Eficiente
695,True,17,Casa,7,Ineficiente
485,True,7,Comércio,4,Ineficiente
172,True,12,Casa,4,Moderado
509,True,3,Apartamento,9,Ineficiente
513,False,16,Comércio,5,Ineficiente
483,False,13,Apartamento,11,Ineficiente
513,True,6,Comércio,5,Ineficiente
191,True,8,Comércio,7,Moderado
454,True,4,Apartamento,1,Ineficiente
138,True,15,Apartamento,3,Moderado
122,False,9,Casa,2,Eficiente
286,True,10,Casa,11,Moderado
375,False,3,Apartamento,10,Moderado
197,False,15,Apartamento,6,Eficiente
611,True,6,Apartamento,11,Ineficiente
301,True,13,Apartamento,6,Moderado
245,False,6,Casa,10,Eficiente
235,False,15,Comércio,1,Eficiente
263,True,7,Apartamento,6,Eficiente
169,False,16,Casa,10,Moderado
173,False,14,Comércio,2,Eficiente
92,True,14,Casa,11,Moderado
517,False,6,Apartamento,4,Moderado
617,True,11,Apartamento,6,Ineficiente
666,True,9,Casa,3,Ineficiente
229,False,15,Apartamento,3,Eficiente
87,False,4,Apartamento,3,Eficiente
108,True,3,Casa,4,Eficiente
375,True,11,Casa,9,Ineficiente
419,False,3,Comércio,4,Eficiente
518,False,8,Casa,4,Moderado
223,False,17,Comércio,4,Eficiente
598,False,17,Casa,7,Ineficiente
124,False,4,Apartamento,5,Eficiente
318,True,6,Comércio,2,Moderado
234,True,8,Casa,7,Moderado
260,True,7,Apartamento,3,Eficiente
294,False,13,Apartamento,11,Moderado
167,False,8,Apartamento,1,Eficiente
335,True,5,Apartamento,9,Moderado
590,True,7,Apartamento,5,Ineficiente
152,True,4,Apartamento,10,Moderado
258,True,9,Apartamento,1,Eficiente
291,True,5,Apartamento,11,Moderado
313,True,3,Casa,1,Moderado
544,True,16,Comércio,1,Ineficiente
302,True,10,Casa,9,Moderado
343,False,10,Casa,8,Moderado
286,True,5,Casa,11,Moderado
686,False,15,Casa,6,Ineficiente
445,False,9,Casa,10,Moderado
355,False,11,Casa,6,Moderado
459,False,10,Casa,6,Moderado
388,True,5,Apartamento,4,Moderado
347,True,17,Casa,5,Moderado
143,False,15,Casa,10,Moderado
429,False,4,Casa,3,Eficiente
573,False,15,Casa,3,Ineficiente
602,False,12,Casa,10,Ineficiente
177,True,9,Apartamento,7,Moderado
150,True,9,Comércio,5,Eficiente
443,False,11,Comércio,8,Ineficiente
649,True,7,Comércio,5,Ineficiente
355,True,6,Casa,4,Moderado
129,False,10,Casa,3,Eficiente
437,True,16,Casa,2,Moderado
643,True,6,Apartamento,3,Ineficiente
564,False,6,Casa,7,Ineficiente
163,False,14,Apartamento,8,Moderado
663,True,16,Casa,5,Ineficiente
375,False,14,Casa,11,Moderado
315,False,4,Comércio,1,Eficiente
135,True,15,Apartamento,3,Moderado
439,True,17,Apartamento,4,Moderado
189,True,3,Apartamento,10,Moderado
271,True,6,Comércio,4,Eficiente
172,True,9,Apartamento,1,Eficiente
647,False,14,Comércio,10,Ineficiente
139,False,11,Casa,9,Moderado
118,False,11,Apartamento,10,Moderado
619,False,14,Apartamento,4,Ineficiente
128,False,12,Casa,2,Eficiente
499,True,17,Comércio,9,Ineficiente
92,True,3,Comércio,4,Eficiente
115,False,7,Apartamento,4,Eficiente
180,True,9,Casa,11,Moderado
165,True,15,Apartamento,6,Moderado
595,False,9,Comércio,8,Ineficiente
302,False,12,Apartamento,5,Moderado
417,True,8,Casa,8,Moderado
245,False,13,Apartamento,1,Eficiente
462,True,12,Casa,4,Ineficiente
455,False,6,Apartamento,1,Moderado
550,True,5,Casa,3,Ineficiente
110,False,14,Apartamento,11,Moderado
454,True,15,Apartamento,7,Ineficiente
90,False,11,Casa,1,Eficiente
381,True,17,Casa,5,Moderado
175,True,14,Casa,1,Moderado
269,True,15,Casa,6,Moderado
532,True,12,Casa,9,Ineficiente
271,True,6,Comércio,3,Eficiente
565,True,10,Apartamento,11,Ineficiente
345,False,15,Comércio,11,Ineficiente
503,False,3,Comércio,6,Moderado
207,True,9,Casa,4,Eficiente
317,False,14,Casa,6,Moderado
434,True,8,Casa,2,Moderado
191,True,15,Apartamento,4,Moderado
525,True,14,Apartamento,7,Ineficiente
422,False,3,Casa,11,Moderado
224,True,17,Casa,6,Moderado
144,False,6,Apartamento,9,Eficiente
326,True,14,Apartamento,11,Ineficiente
569,True,17,Comércio,7,Ineficiente
518,True,16,Casa,1,Ineficiente
185,False,7,Comércio,6,Eficiente
260,False,13,Casa,11,Moderado
263,False,10,Apartamento,3,Eficiente
305,False,17,Comércio,8,Ineficiente
168,False,6,Comércio,1,Eficiente
609,False,5,Casa,10,Ineficiente
450,True,4,Casa,2,Moderado
478,False,6,Apartamento,3,Moderado
185,True,13,Casa,3,Moderado
350,False,12,Apartamento,7,Moderado
582,False,16,Comércio,8,Ineficiente
604,False,15,Casa,9,Ineficiente
111,True,6,Apartamento,7,Moderado
472,False,15,Casa,8,Ineficiente
119,False,12,Comércio,11,Moderado
297,True,7,Comércio,6,Eficiente
161,True,15,Apartamento,2,Moderado
280,False,9,Casa,1,Eficiente
526,False,11,Apartamento,3,Ineficiente
507,True,4,Apartamento,9,Ineficiente
117,True,7,Casa,7,Moderado
290,True,13,Comércio,2,Moderado
523,True,12,Comércio,1,Ineficiente
406,False,11,Apartamento,2,Moderado
306,False,14,Apartamento,3,Moderado
127,False,16,Casa,6,Eficiente
97,True,15,Apartamento,9,Moderado
518,False,5,Casa,8,Ineficiente
266,True,3,Casa,10,Moderado
424,True,4,Casa,9,Moderado
303,True,16,Casa,11,Ineficiente
567,True,8,Casa,11,Ineficiente
308,True,7,Apartamento,8,Moderado
469,True,3,Apartamento,7,Ineficiente
668,True,3,Apartamento,6,Ineficiente
267,True,13,Casa,8,Moderado
349,False,6,Casa,6,Eficiente
686,True,14,Apartamento,2,Ineficiente
389,False,17,Apartamento,9,Moderado
211,True,6,Comércio,9,Moderado
630,False,17,Casa,3,Ineficiente
151,False,8,Apartamento,9,Eficiente
266,False,8,Casa,2,Eficiente
565,False,12,Apartamento,3,Ineficiente
270,True,16,Comércio,6,Moderado
501,True,8,Comércio,4,Ineficiente
199,True,3,Comércio,8,Moderado
299,True,12,Casa,1,Moderado
132,True,11,Apartamento,6,Moderado
530,False,13,Apartamento,2,Ineficiente
491,False,9,Apartamento,6,Moderado
316,False,9,Casa,1,Eficiente
485,False,13,Comércio,2,Ineficiente
687,False,9,Comércio,9,Ineficiente
501,False,4,Casa,6,Moderado
326,False,4,Casa,8,Moderado
151,True,8,Casa,7,Moderado
264,True,9,Apartamento,9,Moderado
85,False,5,Casa,9,Eficiente
285,False,15,Comércio,11,Moderado
623,False,6,Apartamento,4,Moderado
690,True,16,Apartamento,7,Ineficiente
466,False,14,Apartamento,5,Ineficiente
155,True,5,Casa,7,Moderado
256,True,9,Comércio,4,Eficiente
428,True,9,Apartamento,10,Moderado
334,True,6,Comércio,11,Ineficiente
387,True,15,Apartamento,11,Ineficiente
424,True,9,Apartamento,1,Moderado
206,True,7,Casa,4,Eficiente
366,True,3,Apartamento,10,Moderado
675,False,12,Apartamento,3,Ineficiente
566,False,6,Apartamento,9,Ineficiente
462,True,9,Apartamento,5,Ineficiente
485,True,15,Casa,4,Ineficiente
467,False,17,Comércio,8,Ineficiente
604,True,4,Comércio,5,Ineficiente
636,True,4,Casa,3,Ineficiente
355,False,3,Comércio,2,Eficiente
579,False,4,Casa,8,Ineficiente
416,True,12,Apartamento,2,Moderado
560,True,16,Casa,8,Ineficiente
352,True,10,Comércio,5,Moderado
137,False,13,Casa,8,Moderado
407,True,10,Apartamento,5,Moderado
188,True,10,Casa,1,Eficiente
358,True,17,Casa,11,Ineficiente
407,False,3,Apartamento,11,Moderado
394,False,3,Casa,2,Eficiente
553,False,14,Apartamento,6,Ineficiente
190,False,12,Comércio,3,Eficiente
308,True,6,Apartamento,8,Moderado
576,False,8,Comércio,5,Moderado
235,False,10,Casa,3,Eficiente
552,True,15,Casa,10,Ineficiente
351,False,4,Apartamento,7,Moderado
81,False,15,Casa,8,Moderado
590,False,5,Comércio,4,Moderado
365,True,8,Casa,11,Moderado
92,False,12,Comércio,9,Moderado
687,False,6,Casa,6,Moderado
577,True,14,Apartamento,1,Ineficiente
317,True,4,Casa,5,Moderado
173,True,9,Casa,5,Eficiente
417,False,6,Apartamento,7,Moderado
250,False,10,Casa,7,Eficiente
685,True,10,Apartamento,6,Ineficiente
646,True,9,Apartamento,8,Ineficiente
546,True,12,Casa,2,Ineficiente
222,False,11,Comércio,7,Moderado
280,True,6,Apartamento,10,Moderado
259,False,9,Apartamento,7,Eficiente
443,False,12,Apartamento,4,Moderado
558,False,12,Apartamento,10,Ineficiente
644,True,17,Casa,2,Ineficiente
550,True,14,Casa,4,Ineficiente
463,True,3,Apartamento,4,Ineficiente
496,True,6,Casa,6,Ineficiente
387,True,4,Casa,7,Moderado
446,False,11,Apartamento,3,Moderado
80,True,7,Apartamento,10,Moderado
123,True,5,Casa,1,Eficiente
177,True,6,Casa,3,Eficiente
344,True,8,Casa,9,Moderado
219,False,12,Casa,1,Eficiente
560,True,3,Casa,8,Ineficiente
316,True,9,Casa,2,Moderado
151,False,10,Comércio,6,Eficiente
269,True,9,Apartamento,3,Eficiente
347,True,9,Casa,7,Moderado
400,True,11,Casa,2,Moderado
186,True,15,Apartamento,4,Moderado
311,True,6,Casa,10,Moderado
121,True,16,Apartamento,9,Moderado
218,False,9,Comércio,6,Eficiente
694,True,11,Apartamento,4,Ineficiente
352,False,17,Casa,2,Moderado
560,False,7,Apartamento,10,Ineficiente
495,True,4,Comércio,9,Ineficiente
585,True,17,Apartamento,4,Ineficiente
503,True,7,Apartamento,9,Ineficiente
486,False,6,Casa,2,Moderado
647,False,10,Casa,7,Ineficiente
469,False,17,Apartamento,11,Ineficiente
421,True,7,Comércio,11,Ineficiente
693,False,11,Apartamento,5,Ineficiente
572,True,11,Apartamento,8,Ineficiente
271,True,5,Casa,11,Moderado
578,True,15,Casa,8,Ineficiente
312,True,12,Apartamento,4,Moderado
306,True,17,Casa,4,Moderado
450,False,8,Apartamento,8,Moderado
218,False,8,Casa,3,Eficiente
228,False,6,Apartamento,7,Eficiente
194,True,13,Apartamento,8,Moderado
529,False,15,Apartamento,8,Ineficiente
142,True,12,Casa,11,Moderado
183,True,5,Apartamento,10,Moderado
352,True,3,Comércio,4,Moderado
85,True,14,Apartamento,9,Moderado
226,True,9,Casa,10,Moderado
263,True,17,Casa,4,Moderado
107,False,17,Casa,8,Moderado
629,False,7,Casa,6,Moderado
198,True,16,Apartamento,5,Moderado
372,False,12,Apartamento,4,Moderado
450,False,17,Casa,5,Moderado
323,True,9,Casa,11,Moderado
659,False,3,Casa,1,Moderado
297,True,10,Comércio,7,Moderado
256,False,5,Apartamento,8,Eficiente
378,False,9,Apartamento,9,Moderado
137,False,14,Casa,3,Eficiente
